Title,Жанры,Страна,Год выпуска,Продолжительность,Режиссер,Качество видео,Формат видео,Субтитры,Тип,Статус,Размер,Скачан
,"исторический, фэнтези, комедия",Южная Корея,2009,2.256111111111111,Choi Dong Hoon / Чхве Дон Хун,,,,обычная,проверено,2.5,4705
,"фантастика, боевик, драма, триллер",Южная Корея,2003,1.7977777777777777,Бьюнг-чун Мин / Byung-chun Min,,,,обычная,проверено,2.15,8837
,мелодрама,Япония,1951,1.4486111111111113,,DVDRip,AVI,русские,обычная,сомнительно,0.683984375,682 
,драма,Япония,1964,1.3608333333333333,,DVDRip,AVI,,обычная,проверено,1.48,115
,мелодрама,Япония,1951,1.415,,DVDRip,AVI,,обычная,проверено,1.46,650
,"биография, история, драма",Южная Корея,2017,2.2869444444444444,,,,нет,обычная,проверено,1.46,4146
,боевик,Гонконг,1992,2.135277777777778,Джон Ву / John Woo,BDRip,AVI,нет,обычная,проверено,2.19,6152 
,комедия,Япония,2008,1.7302777777777778,Синобу Ягути / Shinobu Yaguchi,DVDRip-AVC,MKV,нет.,обычная,сомнительно,2.02,1159
,"мистическая драма, экранизация",Япония,1969,1.590277777777778,,DVDRip,AVI,,обычная,проверено,1.47,865
"  / Robo Jî / Robo-G (  / Shinobu Yaguchi) [2012, , , , BDRip] AVO (. )","драма, комедия",Япония,2012,1.8580555555555556,,BDRip (,AVI,нет,обычная,проверено,1.47,270
,,,,0,,,,,обычная,проверено,2.9,3194 
" / Lust, Caution / Se, jie (  / Ang Lee) [2007, , , , , , , , , BDRip] AVO () + Original Chi +Sub Rus, Eng",,,,0,,,,,обычная,проверено,2.9,3194 
,"Комедия, приключения",Япония,2014,1.9347222222222222,Синобу Ягути / Shinobu Yaguchi,BDRip (исходник: ,AVI,"английские, русские",обычная,проверено,2.51,303 
,боевик,"Китай, Гонконг, США",,1.7544444444444445,Киану Ривз / Keanu Reeves,,,,обычная,проверено,2.19,13059
,кунг фу боевик,"Тайвань, Гонконг",1976,1.6230555555555557,Чи-Хва Чен / Chi-Hwa Chen,VHSRip,AVI,нет,обычная,проверено,1.37,613
"  /   /    /     / That Guy / Fatal Intuition / That Man Is the One / It's Him / Geunomida ( - / Yoon Joon-Hyeong) , , , , , WEB-DL] DVO","триллер, драма, детектив, мистика",Южная Корея,2015,1.8130555555555554,Юн Джун-хён / Yoon Joon-Hyeong,WEB-DL,AVI,,обычная,проверено,1.45,1348
,Комедийный боевик,"Гонконг, Китай",1994,1.5125,Лю Чя-Лян / Liu Chia-Liang,DVDRip [[DVD] Пьяный мастер 3 3.28 GB],AVI,китайские+английские,обычная,проверено,1.39,1500
,Ужасы,Тайвань,2022,1.8577777777777778,Кевин Ко / Kevin Ko,WEB-DLRip (исходник: ,AVI,нет,обычная,проверено,2.18,2522 
"   / 18 Bronzemen Shaolin / Shao Lin Si shi ba tong ren (  / Joseph Kuo) [1976, , ,  , VHSRip] AVO ( )",боевые искусства,"Тайвань, Гонконг",1976,1.5408333333333333,Джозеф Куо / Joseph Kuo,VHSRip,AVI,нет,обычная,сомнительно,1.79,144 
,"боевик, драма",Гонконг,1977,1.8297222222222222,Фенг Хуанг / Feng Huang,HDRip,AVI,русские,обычная,проверено,1.46,228
,Комедийный боевик,Гонконг,1973,1.3077777777777777,"Му Жу / Mu Zhu, Вэй Хуи Фенг / Wei Hai Feng",DVDRip,AVI,нет,обычная,проверено,1.47,903 
,"военный, драма",Япония,2007,2.25,Таку Шине / Taku Shinjo,HDRip ,AVI,нет,обычная,проверено,1.46,2741
,"история, боевик",Южная Корея,2020,1.6777777777777778,Чхве Джэ-хун / Choi Jae-hoon,BDRip-AVC,MKV,"русские, английские",обычная,проверено,2.17,1605
,"драма, триллер",Южная Корея,2022,2.140833333333333,,WEB-DLRip,AVI,"английские, корейские (hardsub, на японскую речь)",обычная,проверено,2.18,1906
,"Военный, боевик, драма, история",Китай,2020,2.3758333333333335,Гуань Ху / Guan Hu,BDRip,AVI,английские,обычная,проверено,2.18,16626
,кунг фу,Гонконг,1971,0,Чин Син,,,,обычная,проверено,1.73,3542 
,"драма, приключения, триллер",Китай,2018,2.1719444444444442,Хань Янь / Yan Han,WEB-DLRip,AVI,нет,обычная,проверено,1.46,4615
,"комедия, криминал","Китай, Гонконг",2006,1.7683333333333333,,DVDRip,AVI,"русские, отключаемые, srt",обычная,проверено,0.67900390625,1305
,"боевик, комедия, приключения","Китай, Гонконг, США",2016,1.7947222222222223,Ренни Харлин / Renny Harlin,BDRip / ,AVI,английские,обычная,проверено,2.18,8626
,,,,0,,,,,обычная,сомнительно,1.36,1435
,"Ужасы, комедия",Гонконг,1998,1.5752777777777778,Уилсон Ип / Wilson Yip,,,,обычная,проверено,1.37,1073 
,"триллер, драма, комедия",Корея Южная,2019,2.2,,BDRip-AVC| ,MKV,"Rus (Forced x2, Full x3), Eng (Full), Fre (Full)",обычная,проверено,3.71,36023 
,ужасы,,2000,1.646111111111111,,,AVC,"Русские, английские ",обычная,проверено,1.45,1996
,Самурайская драма,"Япония, Великобритания",2010,2.3641666666666667,Такаси Миике / Takashi Miike,,,,обычная,проверено,1.46,3014
,ужасы,,2000,1.646111111111111,,,AVC,"Русские, английские ",обычная,проверено,3.65,1232 
,,,,0,,,,,обычная,проверено,1.46,2917
,"боевик, комедия, приключения","Гонконг, Китай",2012,2.048888888888889,Джеки Чан / Jackie Chan,HDRip-AVC,MKV,"русские, английские",обычная,проверено,2.18,26054 
,"приключения, комедия, боевик",Гонконг,,1.7841666666666667,,BDRip,,нет,обычная,проверено,1.61,9443 
,"драма, комедия",Япония,2001,2.1838888888888888,Кацуюки Мотохиро / Katsuyuki Motohiro,DVDRip,AVI,русские,обычная,сомнительно,1.35,637
,"боевик, драма",Индонезия,2009,1.8630555555555555,Гарет Эванс / Gareth Evans,BDRip-AVC | ,MKV,"Russian (full - slavasaur), English (full)",обычная,проверено,1.84,2498
,"криминал, драма",Китай,2013,2.162222222222222,Цзя Чжанкэ / Jia Zhang-Ke,HDRip (1080p),AVI,"русские (srt, отдельно)",обычная,проверено,2.11,9922 
,,,,0,,,,,обычная,проверено,1.46,3776
,Драма,Южная Корея,2013,2.178888888888889,Пан Ын Чжин / Pang Eun Jin,BDRip-AVC,MKV,нет,обычная,проверено,1.46,586
,"ужасы, триллер",Япония,2010,1.5086111111111111,,,,Русские,обычная,проверено,2.18,5459
,"мелодрама, детектив",Южная Корея,2009,2.266111111111111,Пак Син У / Park Shin Woo,,AVI,нет,обычная,проверено,2.77,1354 
,,,,0,,,,,обычная,проверено,1.45,1819
,боевые искусства,Гонконг,1967,0,Чуи Чанг Вэнг,,,,обычная,проверено,0.68154296875,629
,,,,0,,,,,обычная,проверено,1.36,271
,,Гонконг,,1.5894444444444444,,,,нет,обычная,проверено,1.46,344 
,"боевик, приключения","Тайвань, Гонконг",1972,1.4725,Жен Луо / Zhen Luo,DVDRip (исходник DVD5),AVI,нет,обычная,проверено,0.7240234375,305
"ых / Qian ren zhan / The beheaded 1000 (Шан-си Тинг / Shan-si Ting) [1993, Тайвань, фэнтези, VHSRip] VO + Sub Rus / Qian ren zhan / The beheaded 1000 (-  / Shan-si Ting) [1993, , , VHSRip] VO + Sub Rus",фэнтази,Тайвань,1993,2.0752777777777776,Шан-си Тинг / Shan-si Ting,VHSRip,AVI,"английские вшитые, китайские вшитые",обычная,сомнительно,1.21,528
"   /    / The Trail Of The Broken Blade / Duan chang jian (  / Chang Cheh) [1967, ,  , DVDRip] VO efremaka + Original",осточные единоборства,Гонконг,1967,1.734722222222222,Чан Че / Chang Cheh,DVDRip,AVI,нет,обычная,сомнительно,1.37,612
,"боевик, драма",Гонконг,1967,1.875,Чанг Че / Cheh Chang,DVDRip (исходник DVD5),AVI,английские,обычная,проверено,0.728125,335
,"боевые искусства, драма",Гонконг,1965,1.4983333333333335,,,,отсутствуют,обычная,сомнительно,1.17,916
"й рыцарь / Бродячий рыцарь / Knight Errant / Ying xiong ben se (Тинг Шан-хси / Shan-hsi Ting) [1973, Тайвань, боевые искусства, DVDRip] VO Jet  /   / Knight Errant / Ying xiong ben se ( - / Shan-hsi Ting) [1973, ,  , DVDRip] VO Jet",боевые искусства,Тайвань,1973,1.4991666666666668,Тинг Шан-хси / Shan-hsi Ting,DVDRip,AVI,нет,обычная,проверено,1.36,487
" / Ringu (  / Hideo Nakata) [1998, , , , BDRip] MVO",,,,0,,,,,обычная,проверено,1.46,16005
,"боевик, триллер, комедия, криминал",Гонконг,,1.5977777777777777,,HDRip,,нет,обычная,проверено,1.46,2681
,"Триллер, драма, криминал",Южная Корея,2010,2.400277777777778,Ким Чжи Ун / Kim Ji-woon,HDRip [,AVI,нет,обычная,сомнительно,1.48,13602 
,,,,0,,,,,обычная,проверено,1.45,232 
,боевые искусства,"Гонконг, Тайвань",1977,1.471111111111111,Гам Синг Ян / Gam Sing Yan,,,,обычная,проверено,1.45,685
,Боевые искусства,Гонконг,1973,1.6080555555555556,Джимми Ванг Ю / Jimmy Wang Yu,DVDRip,AVI,нет,обычная,проверено,1.37,857
,"боевик, драма, приключения","Япония, Гонконг",1971,1.5758333333333332,Кимиёши Ясуда / Kimiyoshi Yasuda,HDRip,AVI,английские ,обычная,проверено,1.72,815
,Уся / Драма,Гонконг,1966,1.728611111111111,,DVDRip,AVI,нет,обычная,сомнительно,1.37,476
,"мистика, ужасы, драма",Южная Корея,2009,2.2319444444444443,,HDRip [,AVI,"русские, английские",обычная,проверено,3.02,1181
,боевые искусства,"Гонконг, Китай",1977,1.6891666666666665,Юэнь Чор / Yuen Chor,HDRip,AVI,нет,обычная,проверено,1.46,585
,"детектив, ужасы",Япония,1995,1.6222222222222222,Чисуи Такигава / Chisui Takigawa,VHSRip,AVI,русские,обычная,проверено,1.38,3015
,,,,0,,,AVI,нет,обычная,проверено,0.727734375,260
,"боевик, драма",Тайвань,1976,1.3944444444444446,Тенг Хунг Хсю / Teng Hung Hsu,DVDRip,AVI,нет,обычная,проверено,1.46,529
,Боевые искусства,Гонконг,1976,0,,,,Нет,обычная,проверено,1.37,2550
,Боевые искусства,Гонконг,1979,0,Kam Bo,,,,обычная,проверено,0.68369140625,979
,"боевик, драма, биография, история","Гонконг, Китай",2008,1.7725,Уилсон Ип / Wilson Yip,HDRip ,AVI,нет,обычная,проверено,1.46,59688
,восточные единоборства,Гонконг,1977,1.43,Джеймс Нэм / James Nam,,,,обычная,проверено,1.46,2508
,Боевик,Тайвань,1978,1.4849999999999999,Джозеф Куо / Joseff Kuo,,,,обычная,проверено,1.47,2222 
,,,,0,,,,,обычная,проверено,1.37,456
,,,,0,,,,,обычная,проверено,0.727734375,444 
,боевые искусства,"Гонконг, Тайвань",1978,1.3894444444444443,Джозеф Ку / Joseph Kuo Nam Hung,,,,обычная,проверено,1.45,1677
,мелодрама,Япония,1953,1.4447222222222222,,DVDRip,MKV,русские,обычная,сомнительно,0.74921875,280
"- / Suwingu garuzu / Swing Girls (  / Shinobu Yaguchi) [2004, , , , , BDRip] AVO (. )","драма, комедия, музыка",Япония,2004,1.7463888888888888,,BDRip (,AVI,нет,обычная,проверено,1.46,199
